Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
2/25/23,AplPay MCDONALD'S   WOODSIDE            NY,6.53,"000030932   7185453287
AplPay MCDONALD'S
WOODSIDE
NY
7185453287",AplPay MCDONALD'S   WOODSIDE            NY,51-35 NORTHERN BVLD,"WOODSIDE
NY",11377,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/25/23,TST* FONDA CHELSEA 3NEW YORK            NY,99.75,"99999993056 9175255252
TST* FONDA CHELSEA 300531453
NEW YORK
NY
Description : RESTAURANTS Price : 0.9975
9175255252",TST* FONDA CHELSEA 3NEW YORK            NY,189 9TH AVE,"NEW YORK
NY",10011,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/24/23,AplPay DD/BR #358915NEW YORK            NY,10.56,"23241603017 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/24/23,CORNERSTONE TAV - STNEW YORK            NY,21.42,"00023877    212-888-7403
CORNERSTONE TAV - STAGS
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-888-7403",CORNERSTONE TAV - STNEW YORK            NY,961 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/24/23,KEENS STEAKHOUSE 519NEW YORK            NY,85.06,"RESTAURANT
KEENS STEAKHOUSE 51921
NEW YORK
NY
RESTAURANT",KEENS STEAKHOUSE 519NEW YORK            NY,72 WEST 36TH ST,"NEW YORK
NY",10018,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/24/23,MORTON WILLIAMS - GRNEW YORK            NY,15.53,"000049896   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
2/23/23,AplPay DD/BR #338712NEW YORK            NY,4.56,"23231458225 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/23/23,AplPay TST* DOS TORONEW YORK            NY,11.75,"7TNgjbEMd00 6469214880
AplPay TST* DOS TOROS - 48TH STR 300550433
NEW YORK
NY
Description : RESTAURANTS Price : 0.1175
6469214880",AplPay TST* DOS TORONEW YORK            NY,10 EAST 48TH ST,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/23/23,TST* JAMESON'S 30061NEW YORK            NY,32.21,"99999993054 9142582582
TST* JAMESON'S 300610638
NEW YORK
NY
Description : RESTAURANTS Price : 0.3221
9142582582",TST* JAMESON'S 30061NEW YORK            NY,920 2ND AVE,"NEW YORK
NY",10017-1504,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/22/23,CVS PHARMACY #11014 NEW YORK            NY,30,"10149245    8007467287
CVS PHARMACY #11014 000011014
NEW YORK
NY
Description : PHARMACIES Price : 0.30
8007467287",CVS PHARMACY #11014 NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.20231E+17,Merchandise & Supplies-Pharmacies
2/21/23,ONLINE PAYMENT - THANK YOU,-315.39,"ONLINE PAYMENT - THANK YOU
",ONLINE PAYMENT - THANK YOU,,,,,3.20231E+17,
2/20/23,AplPay DUNKIN #30625NEW YORK            NY,9.47,"23201445013 212-599-1100
AplPay DUNKIN #306250 3062
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-599-1100",AplPay DUNKIN #30625NEW YORK            NY,"800 2ND AVE
FRNT B","NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Restaurant-Bar & Café
2/20/23,MORTON WILLIAMS - GRNEW YORK            NY,20.89,"000069505   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
2/20/23,MORTON WILLIAMS - GRNEW YORK            NY,28.34,"000073579   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.20231E+17,Merchandise & Supplies-Groceries
2/19/23,FRED'S              NEW YORK            NY,77.87,"02248555    212-579-3076
FRED'S
NEW YORK
NY
Description : BUSINESS SERVICES Price : 0.00
212-579-3076",FRED'S              NEW YORK            NY,476 AMSTERDAM AVE MANHATTAN,"NEW YORK
NY",10024,UNITED STATES,3.20231E+17,Restaurant-Restaurant
2/17/23,Amazon Prime        Amazon.com          WA,15.89,"6CTXWR3PGVI SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.2023E+17,Merchandise & Supplies-Mail Order
2/15/23,AplPay DD/BR #338712NEW YORK            NY,6.08,"23151358435 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/14/23,LA VERA PIZZA. 0000 NEW YORK            NY,28.49,"08000104    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/13/23,AplPay MORTON WILLIANEW YORK            NY,4.59,"000071010   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
2/13/23,CORNERSTONE TAV - STNEW YORK            NY,32.35,"00022676    212-888-7403
CORNERSTONE TAV - STAGS
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-888-7403",CORNERSTONE TAV - STNEW YORK            NY,961 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/12/23,AplPay D AGOSTINO STNEW YORK            NY,51.52,"00523200079 2129565770
AplPay D AGOSTINO STORE #550 000000550
NEW YORK
NY
Description : GROCERY STORES Price : 0.5152
2129565770",AplPay D AGOSTINO STNEW YORK            NY,528 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
2/12/23,TRADER JOE S #544 00NEW YORK            NY,20.71,"00030193213 6265993700
TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",TRADER JOE S #544 00NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
2/10/23,MCDONALD'S          NEW YORK            NY,9.44,"000026579   2125328186
MCDONALD'S
NEW YORK
NY
2125328186",MCDONALD'S          NEW YORK            NY,480 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/9/23,AplPay DD/BR #358915NEW YORK            NY,18.57,"23091435117 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/8/23,DUANE READE #14229 0NEW YORK            NY,5.3,"99999993040NONE             10017
PHARMACIES
DUANE READE #14229 000014229
NEW YORK
NY
PHARMACIES
NONE             10017",DUANE READE #14229 0NEW YORK            NY,852 2ND AVE,"NEW YORK
NY",10017-2901,UNITED STATES,3.2023E+17,Merchandise & Supplies-Pharmacies
2/7/23,AplPay DUNKIN #33046NEW YORK            NY,6.3,"23071354273 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/7/23,AplPay MORTON WILLIANEW YORK            NY,46.16,"000032975   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
2/7/23,TST* MAXETTE 3006109NEW YORK            NY,13.89,"99999993039 9172617769
TST* MAXETTE 300610954
NEW YORK
NY
Description : RESTAURANTS Price : 0.1389
9172617769",TST* MAXETTE 3006109NEW YORK            NY,451 3RD AVE,"NEW YORK
NY",10016-6033,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/6/23,MOBILE PAYMENT - THANK YOU,-300,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.2023E+17,
2/6/23,TST* THE FLYING COCKNEW YORK            NY,11.79,"99999993037 2126896900
TST* THE FLYING COCK 300548384
NEW YORK
NY
Description : RESTAURANTS Price : 0.1179
2126896900",TST* THE FLYING COCKNEW YORK            NY,497 3RD AVE,"NEW YORK
NY",10016-4854,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/5/23,TST* NISHIDA SHO-TENNEW YORK            NY,47.69,"99999993036 2123080791
TST* NISHIDA SHO-TEN 300615335
NEW YORK
NY
Description : RESTAURANTS Price : 0.4769
2123080791",TST* NISHIDA SHO-TENNEW YORK            NY,302 EAST 49TH ST,"NEW YORK
NY",10017-1683,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/4/23,AplPay DD/BR #358915NEW YORK            NY,18.4,"23041336167 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/3/23,LA VERA PIZZA. 0000 NEW YORK            NY,27.42,"08800132    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Restaurant
2/3/23,STARBUCKS STORE 1886NEW YORK            NY,5.08,"EE75F525DA0 FAST FOOD RESTAURANT
STARBUCKS STORE 1886
NEW YORK
NY
FAST FOOD RESTAURANT",STARBUCKS STORE 1886NEW YORK            NY,393 THIRD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
2/2/23,AplPay MORTON WILLIANEW YORK            NY,14.48,"000076679   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
2/1/23,FS *CAPTURE ONE     877-327-8914        CA,20,"QMLO0DZZRRG3AC9610BA69D3D7E 93101
FS *CAPTURE ONE
877-327-8914
CA
3AC9610BA69D3D7E 93101",FS *CAPTURE ONE     877-327-8914        CA,801 GDN ST 201,"SANTA BARBARA
CA",93101,UNITED STATES,3.2023E+17,Merchandise & Supplies-Internet Purchase
1/31/23,AplPay DD/BR #358915NEW YORK            NY,5.11,"23311243577 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/31/23,CVS PHARMACY #11014 NEW YORK            NY,15.12,"10148226    8007467287
CVS PHARMACY #11014 000011014
NEW YORK
NY
Description : PHARMACIES Price : 0.1512
8007467287",CVS PHARMACY #11014 NEW YORK            NY,2704 OAKLAWN BLVD,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Merchandise & Supplies-Pharmacies
1/29/23,AplPay MORTON WILLIANEW YORK            NY,15.53,"000060832   2123086922
AplPay MORTON WILLIAMS - GRAY 000000000579
NEW YORK
NY
2123086922",AplPay MORTON WILLIANEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/29/23,DUANE READE #14503 0NEW YORK            NY,8.49,"99999993030 8002892273
DUANE READE #14503 000014503
NEW YORK
NY
Description : PHARMACIES Price : 0.0849
8002892273",DUANE READE #14503 0NEW YORK            NY,711 THIRD AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Pharmacies
1/29/23,MCDONALD'S          WOODSIDE            NY,25.55,"000029380   7185453287
MCDONALD'S
WOODSIDE
NY
7185453287",MCDONALD'S          WOODSIDE            NY,51-35 NORTHERN BVLD,"WOODSIDE
NY",11377,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/29/23,TED'S CORNER TAVERN NEW YORK            NY,10.71,"563930      RESTAURANT
TED'S CORNER TAVERN
NEW YORK
NY
RESTAURANT",TED'S CORNER TAVERN NEW YORK            NY,523 3RD AVE,"NEW YORK
NY",10016-4763,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/28/23,AplPay DD/BR #338712NEW YORK            NY,7.49,"23281630385 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/28/23,TRADER JOE S #544 00NEW YORK            NY,62.33,"00008182686 6265993700
TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",TRADER JOE S #544 00NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/27/23,AplPay DUNKIN #33046NEW YORK            NY,9.03,"23271353073 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/27/23,LA VERA PIZZA. 0000 NEW YORK            NY,28.37,"08400152    212-826-8777
LA VERA PIZZA. 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-826-8777",LA VERA PIZZA. 0000 NEW YORK            NY,922 2ND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/25/23,TST* ESS-A-BAGEL - 3NEW YORK            NY,29.23,"00033041010 RESTAURANT
TST* ESS-A-BAGEL - 3RD AV 00033041
NEW YORK
NY
RESTAURANT",TST* ESS-A-BAGEL - 3NEW YORK            NY,"831 3RD AVE
FRNT A","NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/23/23,AplPay TRADER JOE'S NEW YORK            NY,5.98,"0149573     626-599-3700
AplPay TRADER JOE'S #544 QPS 544
NEW YORK
NY
""Description : GROCERY STORES,SUPE Price : 0.00""
626-599-3700",AplPay TRADER JOE'S NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/23/23,DD/BR #358915 3589  NEW YORK            NY,10.21,"23231053117 609-586-6680
DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",DD/BR #358915 3589  NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/23/23,DUNKIN #330461 Q35 3NEW YORK            NY,8.26,"23231325443 860-779-2757
DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",DUNKIN #330461 Q35 3NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/23/23,TST* MAXETTE 3006109NEW YORK            NY,10.46,"99999993023 9172617769
TST* MAXETTE 300610954
NEW YORK
NY
Description : RESTAURANTS Price : 0.1046
9172617769",TST* MAXETTE 3006109NEW YORK            NY,451 3RD AVE,"NEW YORK
NY",10016-6033,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/21/23,AplPay TST* 7TH STRENEW YORK            NY,41.24,"99999993021 7328248529
AplPay TST* 7TH STREET BURGER - 300610626
NEW YORK
NY
Description : FAST FOOD REST. Price : 0.4124
7328248529",AplPay TST* 7TH STRENEW YORK            NY,304 EAST 49TH ST,"NEW YORK
NY",10017-7305,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/21/23,COPINETTE 0217700214NEW YORK            NY,65.52,"73011003022100603           10022
COPINETTE 021770021432448
NEW YORK
NY
100603           10022",COPINETTE 0217700214NEW YORK            NY,891 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/21/23,ROSIE DUNN'S 0000   NEW YORK            NY,72.32,"56600030    646-245-5843
ROSIE DUNN'S 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
646-245-5843",ROSIE DUNN'S 0000   NEW YORK            NY,729 3RD AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/20/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16300120    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/20/23,MOBILE PAYMENT - THANK YOU,-593.59,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.2023E+17,
1/17/23,Amazon Prime        Amazon.com          WA,15.89,"Q04SKJTTFI0 SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.2023E+17,Merchandise & Supplies-Mail Order
1/17/23,TST* MAXETTE 3006109NEW YORK            NY,12.89,"99999993017 9172617769
TST* MAXETTE 300610954
NEW YORK
NY
Description : RESTAURANTS Price : 0.1289
9172617769",TST* MAXETTE 3006109NEW YORK            NY,451 3RD AVE,"NEW YORK
NY",10016-6033,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/17/23,TST* THE FLYING COCKNEW YORK            NY,11.79,"99999993017 2126896900
TST* THE FLYING COCK 300548384
NEW YORK
NY
Description : RESTAURANTS Price : 0.1179
2126896900",TST* THE FLYING COCKNEW YORK            NY,497 3RD AVE,"NEW YORK
NY",10016-4854,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/16/23,AplPay DD/BR #358915NEW YORK            NY,17.31,"23161316317 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/16/23,FRESH FOOD 0000     NEW YORK            NY,16.64,"16900050    917-388-3597
FRESH FOOD 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
917-388-3597",FRESH FOOD 0000     NEW YORK            NY,926 2ND AVE,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/16/23,TAL BAGELS INC.     NEW YORK            NY,9.2,"21105173017 FAST FOOD RESTAURANT
TAL BAGELS INC.
NEW YORK
NY
FAST FOOD RESTAURANT",TAL BAGELS INC.     NEW YORK            NY,977 1ST AVE,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/15/23,AplPay STARBUCKS STONEW YORK            NY,11.34,"D7DA4D3BAD9 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 0083
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STONEW YORK            NY,585 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/15/23,UN GOURMET DELI 0000NEW YORK            NY,35.86,"78000056    212-688-0910
UN GOURMET DELI 0000
NEW YORK
NY
Description : GROCERIES/SUNDRIES Price : 0.00
212-688-0910",UN GOURMET DELI 0000NEW YORK            NY,361 EAST 49TH ST,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/14/23,AplPay STARBUCKS STOWOODSIDE            NY,9.02,"2A96BD40152 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 0791
WOODSIDE
NY
FAST FOOD RESTAURANT",AplPay STARBUCKS STOWOODSIDE            NY,5106 NORTHERN BLVD,"WOODSIDE
NY",11377,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/14/23,SPARKS STEAK HOUSE  NEW YORK            NY,21.96,"811744      RESTAURANT
SPARKS STEAK HOUSE
NEW YORK
NY
RESTAURANT",SPARKS STEAK HOUSE  NEW YORK            NY,210 E 46th St,"New York
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/13/23,AplPay DD/BR #338712NEW YORK            NY,7.08,"23131342105 212-532-5003
AplPay DD/BR #338712 3357
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-532-5003",AplPay DD/BR #338712NEW YORK            NY,601 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/13/23,AplPay WHOLE FOODS MNEW YORK            NY,63.74,"0CP5YNX47HU 6464971222
AplPay WHOLE FOODS MARKET
NEW YORK
NY
Description : GROCERY STORES Price : 0.6374
6464971222",AplPay WHOLE FOODS MNEW YORK            NY,226 EAST 57TH ST,"NEW YORK
NY",10022,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/12/23,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00652646771 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,3.2023E+17,Transportation-Rail Services
1/11/23,TST* DOS TOROS - 48TNEW YORK            NY,13.6,"JgxIsc7PE00 6469214880
TST* DOS TOROS - 48TH STR 300550433
NEW YORK
NY
Description : RESTAURANTS Price : 0.136
6469214880",TST* DOS TOROS - 48TNEW YORK            NY,10 EAST 48TH ST,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/10/23,TST* MAXETTE 3006109NEW YORK            NY,10.32,"99999993010 9172617769
TST* MAXETTE 300610954
NEW YORK
NY
Description : RESTAURANTS Price : 0.1032
9172617769",TST* MAXETTE 3006109NEW YORK            NY,451 3RD AVE,"NEW YORK
NY",10016-6033,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/8/23,AplPay TST* 7TH STRENEW YORK            NY,25.11,"99999993008 7328248529
AplPay TST* 7TH STREET BURGER - 300610626
NEW YORK
NY
Description : FAST FOOD REST. Price : 0.2511
7328248529",AplPay TST* 7TH STRENEW YORK            NY,304 EAST 49TH ST,"NEW YORK
NY",10017-7305,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/7/23,AplPay DD/BR #358915NEW YORK            NY,8.14,"23071750317 609-586-6680
AplPay DD/BR #358915 3589
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
609-586-6680",AplPay DD/BR #358915NEW YORK            NY,693 9TH AVE FRNT 1,"NEW YORK
NY",10036,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/6/23,MOBILE PAYMENT - THANK YOU,-500,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,3.2023E+17,
1/6/23,MORTON WILLIAMS - GRNEW YORK            NY,28.17,"000062255   2123086922
MORTON WILLIAMS - GRAY 000000000579371
NEW YORK
NY
2123086922",MORTON WILLIAMS - GRNEW YORK            NY,908 SECOND AVE,"NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Merchandise & Supplies-Groceries
1/5/23,AplPay DUNKIN #33046NEW YORK            NY,11.95,"23051314443 860-779-2757
AplPay DUNKIN #330461 Q35 3304
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
860-779-2757",AplPay DUNKIN #33046NEW YORK            NY,412 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/5/23,TST* HILL AND BAY 00NEW YORK            NY,7.04,"21105173006 RESTAURANT
TST* HILL AND BAY 00055983
NEW YORK
NY
RESTAURANT",TST* HILL AND BAY 00NEW YORK            NY,581 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,3.2023E+17,Restaurant-Restaurant
1/4/23,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00651480407 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,3.2023E+17,Transportation-Rail Services
1/2/23,AMAZON.COM          AMZN.COM/BILL       WA,238.44,"60M6P9XIUDG MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,3.2023E+17,Merchandise & Supplies-Internet Purchase
1/2/23,AplPay DUNKIN #30625NEW YORK            NY,10.65,"23021305033 212-599-1100
AplPay DUNKIN #306250 3062
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-599-1100",AplPay DUNKIN #30625NEW YORK            NY,"800 2ND AVE
FRNT B","NEW YORK
NY",10017,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
1/1/23,Amazon Prime        Amazon.com          WA,150.95,"UTM6KH4IJFJ SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,440 TERRY AVE NORTH,"SEATTLE
WA",98109,UNITED STATES,3.2023E+17,Merchandise & Supplies-Mail Order
1/1/23,AplPay TST* 7TH STRENEW YORK            NY,20.62,"99999993001 7328248529
AplPay TST* 7TH STREET BURGER - 300610626
NEW YORK
NY
Description : FAST FOOD REST. Price : 0.2062
7328248529",AplPay TST* 7TH STRENEW YORK            NY,304 EAST 49TH ST,"NEW YORK
NY",10017-7305,UNITED STATES,3.2023E+17,Restaurant-Bar & Café
